cat,file,gate,old_colors,new_colors,old_frag,new_frag,old_frag2,new_frag2,old_dark,new_dark,ol_old,ol_new,colout_old,colout_new,de_old,de_new,de_new_adj,de_delta,lum_dev_old,lum_dev_new,verdict,v12_colors,v12_frag,v12_frag2,v12_dark,ol_v12,colout_v12,de_v12,nfeat12,verdict12
pixelart,pixelart_x_145.jpg,1,59,66,496,287,7,8,2447,2202,28,0,7,5,5.514,11.793,10.811,6.279,0.83,6.72,better,66,266,8,2202,0,5,11.815,47,better
pixelart,pixelart_x_146.jpg,1,44,54,684,605,9,33,2065,1808,39,0,71,153,10.619,20.306,16.62,9.687,-0.56,5.64,better,54,559,33,1807,0,148,20.274,162,better
landscape,landscape_001.jpg,0,24,27,759,1311,3,10,236,618,4,0,2,4,6.84,13.112,13.112,6.272,0.82,2.27,equal,25,1040,10,617,0,2,13.155,536,equal
landscape,landscape_002.jpg,0,24,30,351,521,11,16,678,668,9,0,2,46,8.199,12.404,12.404,4.205,0.72,2.63,better,29,436,16,668,0,46,12.432,127,better
landscape,landscape_003.jpg,0,17,27,153,259,0,0,255,42,5,0,0,43,7.287,11.663,11.663,4.375,-0.01,3.8,equal,27,206,0,42,0,43,11.667,57,equal
landscape,landscape_004.jpg,0,26,29,264,353,0,2,104,102,6,0,18,19,7.845,11.136,11.136,3.291,0.6,2.12,better,29,309,2,102,0,19,11.154,80,better
landscape,landscape_005.jpg,0,17,27,230,381,0,0,42,63,0,0,3,18,7.211,9.762,9.762,2.551,0.64,3.16,equal,26,300,0,63,0,18,9.773,89,equal
landscape,landscape_006.jpg,0,22,33,214,340,3,0,91,86,1,0,10,3,8.987,14.021,14.021,5.034,1.06,4.22,equal,32,273,0,86,0,3,14.041,70,equal
landscape,landscape_009.jpg,0,22,28,460,421,8,19,1021,1229,11,0,1,6,8.432,12.612,12.612,4.179,1.18,1.73,better,25,360,19,1229,0,4,12.59,115,better
landscape,landscape_010.jpg,1,16,46,445,539,15,40,2966,2274,17,0,4,174,7.347,16.716,12.088,9.369,-0.58,10.98,better,45,471,40,2274,0,174,16.722,92,better
landscape,landscape_011.jpg,0,26,34,457,457,4,29,949,1123,6,0,27,84,6.841,11.568,11.568,4.726,-0.74,1.31,better,32,405,29,1123,0,83,11.729,194,better
landscape,landscape_012.jpg,1,38,48,880,969,42,54,1510,1271,50,0,16,23,10.895,16.735,15.422,5.84,2.3,5.38,better,47,829,54,1271,0,23,16.733,169,better
landscape,landscape_013.jpg,1,40,43,592,713,16,38,1859,1492,13,0,184,289,10.985,17.843,13.916,6.858,2.05,10.73,better,43,685,38,1492,0,286,17.757,53,better
landscape,landscape_014.jpg,1,33,41,367,326,16,32,1419,736,16,0,24,16,8.53,17.331,15.533,8.8,-0.55,4.32,better,40,288,32,736,0,14,17.372,105,better
landscape,landscape_015.jpg,0,22,21,182,196,5,0,473,449,15,0,17,8,6.423,8.041,8.041,1.618,-0.42,1.55,better,22,184,0,449,0,8,8.048,33,better
landscape,landscape_016.jpg,1,25,33,628,889,62,82,2338,1739,3,0,19,157,7.514,15.586,11.172,8.072,-0.25,10.19,equal,33,765,82,1739,0,149,15.61,188,equal
landscape,landscape_018.jpg,1,26,29,496,501,22,52,1569,1694,14,0,3,27,8.521,13.052,12.656,4.531,1.11,3.33,better,28,470,52,1693,0,27,12.986,122,better
landscape,landscape_019.jpg,0,21,26,97,207,5,13,1346,1022,0,0,380,150,7.46,9.668,9.668,2.208,-0.08,3.38,equal,26,182,13,1022,0,150,9.674,23,equal
landscape,landscape_020.jpg,1,26,31,379,308,52,2,1341,514,7,0,21,54,9.277,13.248,10.483,3.971,1.65,6.61,better,30,283,2,514,0,52,13.257,45,better
landscape,landscape_021.jpg,1,30,44,604,640,36,88,1482,1558,35,0,1,221,9.8,19.608,16.954,9.808,1.7,7.4,better,42,581,88,1558,0,220,19.759,203,better
landscape,landscape_023.jpg,0,18,17,550,414,17,32,915,688,6,0,0,0,9.548,12.031,12.031,2.483,1.53,4.47,better,16,411,32,688,0,0,12.036,7,better
landscape,landscape_024.jpg,0,12,11,96,108,0,1,1499,1534,0,0,29,126,6.837,8.038,8.038,1.201,0.67,1.25,equal,10,80,1,1534,0,126,8.04,41,equal
landscape,landscape_025.jpg,1,16,20,431,281,2,14,2162,2318,47,0,8,99,4.885,12.398,8.737,7.513,-0.3,6.6,better,19,217,14,2318,0,94,12.436,205,better
landscape,landscape_026.jpg,1,20,20,234,241,0,12,2046,2042,5,0,414,326,9.767,13.753,11.562,3.986,-0.63,6.1,equal,19,211,12,2042,0,326,13.765,46,equal
landscape,landscape_027.jpg,1,27,50,638,967,34,104,1897,1536,10,0,12,17,11.507,24.718,20.125,13.211,0.75,9.9,better,50,837,104,1536,0,8,24.519,385,better
landscape,landscape_028.jpg,0,10,8,106,68,27,22,1478,1501,4,0,0,0,3.872,5.369,5.369,1.497,-0.17,3.34,equal,8,57,22,1501,0,0,5.376,14,equal
landscape,landscape_029.jpg,0,12,19,453,607,20,34,448,693,3,0,0,38,6.362,9.435,9.435,3.073,0.35,1.89,equal,20,507,34,693,0,41,9.431,133,equal
landscape,landscape_030.jpg,1,12,24,272,377,16,12,3301,2655,31,0,270,140,9.243,14.446,11.081,5.203,1.3,8.74,better,24,307,12,2655,0,140,14.46,51,better
landscape,landscape_036.jpg,0,10,8,125,56,3,8,1781,1817,6,0,0,0,3.441,4.864,4.864,1.423,-0.84,2.79,better,8,50,8,1817,0,0,4.882,15,better
landscape,landscape_037.jpg,1,27,28,854,765,30,44,2538,1988,22,0,59,190,14.162,21.01,20.028,6.847,4.0,10.14,better,27,745,44,1988,0,190,21.022,20,better
landscape,landscape_038.jpg,0,30,32,548,299,3,10,929,1066,53,0,2,11,7.167,11.556,11.556,4.389,-0.37,0.51,better,30,286,10,1066,0,11,11.61,75,better
landscape,landscape_039.jpg,0,22,32,550,973,3,18,276,670,3,0,0,303,7.308,13.046,13.046,5.738,0.21,1.55,equal,32,926,18,669,0,312,13.141,358,equal
landscape,landscape_040.jpg,0,37,45,561,459,9,21,677,613,3,0,6,186,9.577,13.761,13.761,4.184,-0.63,1.26,equal,43,437,21,613,0,185,13.734,69,equal
landscape,landscape_041.jpg,0,26,24,105,87,0,1,224,267,16,0,0,0,4.3,5.606,5.606,1.307,0.33,1.32,better,23,102,1,267,0,0,5.686,42,better
landscape,landscape_042.jpg,1,23,35,1060,1613,104,105,2522,1857,95,0,0,0,8.105,29.214,26.725,21.108,0.39,7.21,better,36,1491,105,1857,0,0,29.223,253,better
landscape,landscape_043.jpg,1,12,17,139,175,5,4,1406,1415,32,0,0,20,5.357,12.582,7.728,7.225,0.06,9.26,better,15,148,4,1415,0,20,12.534,52,better
landscape,landscape_044.jpg,1,13,17,165,267,20,27,2081,2130,3,0,2,25,11.417,21.897,15.327,10.48,0.26,8.91,equal,18,256,27,2129,0,25,21.888,18,equal
landscape,landscape_045.jpg,0,13,15,145,138,6,8,821,811,62,0,0,0,12.269,14.7,14.7,2.431,2.03,4.71,better,13,133,8,811,0,0,14.699,2,better
landscape,landscape_046.jpg,0,30,37,367,307,12,14,570,778,81,0,2,2,7.681,13.083,13.083,5.402,0.52,0.39,better,39,283,13,777,0,3,13.072,73,better
landscape,landscape_047.jpg,1,24,42,626,1124,15,71,788,1226,11,0,2,30,8.935,15.51,14.91,6.575,0.67,2.75,better,40,1005,71,1226,0,29,15.463,336,better
landscape,landscape_048.jpg,0,20,30,271,411,5,13,605,625,4,0,1,149,6.205,9.287,9.287,3.083,0.39,3.76,equal,30,334,13,625,0,148,9.303,86,equal
landscape,landscape_050.jpg,1,36,44,387,284,4,7,1644,1648,14,0,7,290,7.785,19.395,13.447,11.611,1.42,12.04,better,42,235,7,1648,0,291,19.369,119,better
landscape,landscape_x_101.jpg,0,25,33,490,738,0,8,214,324,22,0,16,32,6.996,10.232,10.232,3.236,0.94,2.91,better,33,648,8,323,0,33,10.207,133,better
landscape,landscape_x_102.jpg,1,34,38,458,525,6,9,1428,1349,6,0,58,144,9.414,12.755,11.762,3.341,0.24,5.41,better,37,447,9,1349,0,146,12.762,66,better
landscape,landscape_x_103.jpg,1,18,28,314,447,4,20,1871,1412,3,0,21,2,8.786,15.334,11.848,6.548,0.68,9.69,equal,28,391,20,1412,0,2,15.331,57,equal
landscape,landscape_x_104.jpg,0,22,26,671,548,5,34,461,1092,20,0,2,54,7.503,14.513,14.513,7.009,1.89,-0.19,better,24,470,31,1087,0,31,14.549,269,better
landscape,landscape_x_105.jpg,1,32,40,692,747,39,52,2088,865,4,0,24,154,12.824,21.9,17.32,9.076,2.05,10.63,equal,39,729,52,861,0,154,21.851,50,equal
landscape,landscape_x_106.jpg,1,31,46,674,771,29,53,1518,1265,9,0,7,13,9.964,21.626,15.763,11.662,2.03,11.86,better,45,688,53,1265,0,13,21.681,138,better
landscape,landscape_x_107.jpg,1,17,26,584,523,53,94,1313,1414,6,0,0,3,11.007,17.985,16.7,6.978,1.83,3.03,better,26,488,93,1413,0,3,18.043,155,better
landscape,landscape_x_108.jpg,1,36,44,565,687,15,16,2450,1779,8,0,0,59,8.971,20.538,15.332,11.567,0.04,11.11,better,42,580,16,1778,0,54,20.561,145,better
landscape,landscape_x_109.jpg,0,23,28,563,657,51,80,1043,1134,12,0,5,62,7.331,10.767,10.767,3.436,-0.17,0.92,better,28,569,80,1134,0,59,10.83,188,better
landscape,landscape_x_110.jpg,1,25,40,443,571,9,19,1608,1421,5,0,10,93,6.703,14.619,10.284,7.916,0.59,8.68,equal,39,456,19,1421,0,90,14.695,199,equal
portrait,portrait_001.jpg,1,33,45,703,881,41,39,1809,1529,20,0,60,170,9.3,17.267,15.226,7.966,-0.59,6.87,better,43,830,39,1528,0,170,17.28,94,better
portrait,portrait_002.jpg,1,19,30,285,384,32,29,3145,2883,6,0,11,167,6.351,10.798,9.996,4.448,-0.36,6.42,better,30,333,29,2883,0,166,10.802,59,better
portrait,portrait_003.jpg,1,17,33,359,537,23,28,3147,2953,15,0,278,138,9.707,16.426,12.635,6.719,-0.8,8.6,better,32,518,28,2952,0,136,16.409,41,better
portrait,portrait_004.jpg,1,25,43,687,693,11,47,2785,2750,8,0,16,87,6.709,13.408,10.9,6.699,0.29,7.14,better,42,629,47,2750,0,81,13.424,157,better
portrait,portrait_005.jpg,1,23,46,777,968,69,110,3114,2553,7,0,94,50,8.367,16.566,12.636,8.2,-0.43,9.1,better,47,905,110,2553,0,50,16.61,103,better
portrait,portrait_006.jpg,1,25,36,451,597,10,9,1746,1415,21,0,82,50,8.223,13.125,11.6,4.902,0.86,6.14,better,35,500,9,1415,0,51,13.133,102,better
portrait,portrait_007.jpg,1,26,33,226,378,5,24,2991,2716,107,0,0,0,7.722,17.886,13.515,10.164,-0.32,8.51,better,33,313,24,2716,0,0,17.9,157,better
portrait,portrait_008.jpg,0,26,31,271,445,4,13,689,746,96,0,39,339,8.137,11.241,11.241,3.104,0.28,2.71,better,31,365,13,746,0,340,11.235,112,better
portrait,portrait_009.jpg,1,29,36,209,393,4,16,1923,1204,130,0,0,0,9.784,23.733,14.164,13.95,2.1,13.96,better,36,371,16,1204,0,0,23.738,42,better
portrait,portrait_010.jpg,1,28,31,405,725,12,32,2856,1944,239,0,0,0,8.77,23.466,16.563,14.696,0.85,9.88,better,31,617,32,1944,0,0,23.56,243,better
portrait,portrait_011.jpg,1,19,15,172,85,1,3,1619,1625,34,0,0,0,9.013,15.632,12.909,6.619,-0.4,7.16,better,15,76,3,1625,0,0,15.633,6,better
portrait,portrait_012.jpg,1,40,53,820,936,25,42,2339,2015,72,0,1,6,7.876,17.396,11.691,9.52,1.9,11.08,better,53,827,42,2015,0,6,17.418,133,better
portrait,portrait_013.jpg,1,34,36,849,643,24,33,2864,2495,136,0,0,3,7.65,20.313,14.864,12.663,-0.75,7.99,better,34,596,33,2495,0,3,20.313,161,better
portrait,portrait_014.jpg,1,21,36,373,319,8,26,2907,2001,9,0,12,14,7.929,18.655,12.371,10.727,-0.37,10.48,better,35,302,26,2001,0,15,18.655,15,better
portrait,portrait_015.jpg,1,31,43,578,677,11,21,1937,1766,60,0,23,463,7.835,19.089,14.574,11.254,-0.22,8.82,better,42,562,21,1766,0,460,19.113,169,better
portrait,portrait_017.jpg,1,18,25,256,237,9,10,1061,1025,13,0,14,21,5.626,8.822,8.366,3.196,0.17,4.58,better,25,208,10,1025,0,21,8.84,48,better
portrait,portrait_022.jpg,1,28,36,348,393,13,11,3243,3134,4,0,0,997,6.162,16.145,13.364,9.983,1.61,9.22,equal,36,335,11,3134,0,996,16.142,76,equal
portrait,portrait_025.jpg,0,18,27,518,378,7,10,952,1078,24,0,1,167,6.12,9.438,9.438,3.318,1.0,1.96,better,27,328,10,1078,0,163,9.478,116,better
portrait,portrait_030.jpg,1,12,22,171,230,2,3,3151,3057,12,0,4,9,5.099,8.335,6.793,3.236,1.38,5.94,better,21,209,3,3057,0,9,8.351,32,better
portrait,portrait_031.jpg,0,10,8,394,289,14,23,2274,2396,7,0,0,0,3.645,5.673,5.673,2.028,0.13,1.82,better,8,254,23,2396,0,0,5.718,66,better
portrait,portrait_032.jpg,0,25,45,286,476,2,4,224,337,42,0,4,53,6.913,13.187,13.187,6.274,-0.28,6.55,better,44,404,4,337,0,49,13.205,102,better
portrait,portrait_033.jpg,1,34,42,570,721,9,41,2265,1607,3,0,11,292,9.245,21.092,11.909,11.846,1.48,12.87,equal,42,636,41,1607,0,292,21.057,91,equal
portrait,portrait_034.jpg,1,29,39,468,589,13,16,1508,1340,25,0,14,216,8.774,15.719,14.494,6.945,0.4,6.39,better,37,536,16,1331,0,217,15.648,99,better
portrait,portrait_036.jpg,0,32,28,582,530,10,32,1355,1424,24,0,4,1,10.326,14.368,14.368,4.043,-0.47,1.21,better,27,449,32,1423,0,1,14.385,127,better
portrait,portrait_037.jpg,0,9,15,246,309,10,12,647,648,23,0,60,176,7.576,10.519,10.519,2.943,0.41,1.31,better,14,255,12,648,0,175,10.49,50,better
portrait,portrait_039.jpg,0,32,54,603,645,17,13,1364,1275,13,0,11,116,8.112,11.45,11.45,3.338,0.33,2.12,better,54,576,13,1275,0,116,11.465,116,better
portrait,portrait_040.jpg,1,35,53,538,583,16,15,1484,1372,20,0,18,109,7.818,14.682,12.854,6.864,0.12,6.73,better,51,526,15,1371,0,106,14.652,106,better
portrait,portrait_041.jpg,0,23,39,322,569,25,19,943,1312,15,0,0,59,10.515,17.467,17.467,6.953,1.41,2.93,better,38,504,19,1312,0,57,17.49,110,better
portrait,portrait_042.jpg,1,22,42,321,552,15,22,943,1378,6,0,1,76,10.552,18.993,18.629,8.441,1.45,3.13,better,41,514,22,1376,0,69,18.998,140,better
portrait,portrait_043.jpg,1,29,43,371,556,13,22,941,1257,16,0,7,55,9.951,18.273,17.376,8.322,1.93,4.47,better,44,499,22,1253,0,53,18.156,145,better
portrait,portrait_044.jpg,0,10,8,323,156,3,0,744,815,8,0,0,0,4.072,6.05,6.05,1.977,0.18,3.7,better,8,139,0,815,0,0,6.056,22,better
portrait,portrait_046.jpg,1,9,12,367,354,2,3,1424,1503,11,0,0,49,6.836,11.059,9.432,4.223,1.76,6.8,better,10,322,3,1503,0,45,11.108,69,better
portrait,portrait_048.jpg,0,19,24,178,276,0,2,1034,1060,15,0,0,7,6.498,8.82,8.82,2.321,1.49,3.86,better,23,246,2,1060,0,7,8.823,43,better
portrait,portrait_049.jpg,0,37,42,368,350,5,8,980,932,7,0,5,370,10.153,13.155,13.155,3.002,0.29,3.12,better,41,323,8,930,0,369,13.125,45,better
portrait,portrait_050.jpg,0,26,33,283,252,1,7,1285,1297,18,0,162,334,6.784,9.382,9.382,2.598,0.71,2.53,better,32,211,7,1297,0,337,9.399,77,better
portrait,portrait_x_101.jpg,1,22,25,450,361,5,5,1960,1771,48,0,8,10,4.962,8.666,7.515,3.705,0.42,2.51,better,24,323,5,1771,0,10,8.675,84,better
portrait,portrait_x_102.jpg,1,15,22,236,382,15,26,2569,1509,1,0,32,636,7.852,17.465,8.824,9.612,-0.38,14.22,equal,22,323,26,1509,0,636,17.479,61,equal
portrait,portrait_x_103.jpg,0,11,13,379,451,3,10,447,443,2,0,24,38,6.692,8.892,8.892,2.2,-0.03,2.74,equal,13,415,10,443,0,41,8.906,68,equal
portrait,portrait_x_105.jpg,0,20,35,201,235,2,0,449,472,3,0,5,210,5.49,7.877,7.877,2.387,0.4,4.0,equal,35,214,0,472,0,210,7.898,49,equal
portrait,portrait_x_106.jpg,0,6,11,159,236,6,27,2969,2807,3,0,4,2,8.35,9.558,9.558,1.207,0.24,2.03,equal,11,200,27,2807,0,2,9.565,51,equal
portrait,portrait_x_108.jpg,0,29,33,267,311,6,5,1366,1100,6,0,80,417,8.914,11.875,11.875,2.961,-0.09,2.34,better,33,275,5,1100,0,418,11.882,47,better
portrait,portrait_x_109.jpg,0,30,33,401,360,1,0,623,611,13,0,0,66,11.315,14.743,14.743,3.428,1.75,4.87,better,31,328,0,611,0,65,14.74,42,better
portrait,portrait_x_111.jpg,1,23,26,431,413,2,6,1841,1677,44,0,181,347,9.623,14.27,12.869,4.647,-0.92,4.07,better,26,328,6,1677,0,351,14.233,128,better
portrait,portrait_x_112.jpg,1,29,29,273,271,1,2,1706,1693,2,0,0,1,3.448,9.899,7.962,6.451,0.04,5.38,equal,28,238,2,1693,0,0,9.89,69,equal
portrait,portrait_x_113.jpg,1,24,38,402,598,7,28,1712,1345,5,0,144,131,7.907,13.931,10.653,6.023,0.99,7.78,equal,39,508,28,1345,0,132,13.967,98,equal
portrait,portrait_x_114.jpg,1,30,41,390,352,1,6,762,653,0,0,38,45,8.54,13.31,11.964,4.77,0.41,5.32,equal,41,301,6,653,0,45,13.347,43,equal
portrait,portrait_x_115.jpg,1,28,39,247,262,0,1,2245,2251,29,0,7,1067,10.92,30.369,22.375,19.449,0.59,10.85,better,38,250,1,2249,0,1066,30.334,74,better
portrait,portrait_x_116.jpg,1,34,37,324,369,9,1,1458,1271,4,0,42,106,9.597,14.254,11.503,4.656,0.15,8.27,equal,35,309,1,1271,0,106,14.253,60,equal
portrait,portrait_x_117.jpg,1,21,44,583,662,14,19,1922,1756,0,0,7,250,6.708,15.376,9.677,8.668,-0.03,10.44,equal,43,545,19,1756,0,249,15.414,173,equal
portrait,portrait_x_118.jpg,1,29,43,669,787,24,30,1604,1317,5,0,72,197,9.218,14.37,12.069,5.152,0.88,7.58,equal,42,666,30,1317,0,192,14.402,148,equal
food,food_001.jpg,1,23,44,552,709,19,37,2293,2220,14,0,0,153,7.008,15.831,13.311,8.824,0.14,9.04,better,41,667,35,2212,0,147,15.671,160,better
food,food_002.jpg,1,28,34,561,481,5,0,2391,2234,13,0,49,6,5.793,15.039,8.332,9.246,0.69,11.23,better,33,401,0,2234,0,5,15.079,140,better
food,food_003.jpg,1,53,73,1508,1352,73,111,2041,1877,114,0,17,18,9.778,26.992,25.008,17.215,1.05,6.8,better,73,1241,111,1877,0,14,26.56,445,better
food,food_004.jpg,1,11,17,224,618,24,20,1969,1111,15,0,6,231,6.621,15.555,11.26,8.934,-1.41,7.73,better,17,504,20,1111,0,221,15.589,294,better
food,food_005.jpg,0,31,35,592,453,2,5,672,647,37,0,14,20,7.241,9.324,9.324,2.083,1.69,2.82,better,33,392,5,646,0,20,9.338,80,better
food,food_006.jpg,1,26,49,731,865,17,10,1860,1469,55,0,11,342,7.779,19.011,13.187,11.232,0.43,10.95,better,49,760,10,1466,0,340,18.987,191,better
food,food_007.jpg,1,69,82,1278,1170,18,18,1385,1154,82,0,6,53,9.329,19.119,16.404,9.79,0.41,7.65,better,82,1080,18,1152,0,54,19.046,214,better
food,food_008.jpg,0,44,55,547,541,1,10,346,429,29,0,0,64,6.033,9.209,9.209,3.176,0.77,2.49,better,56,469,10,429,0,63,9.217,128,better
food,food_009.jpg,1,51,63,891,757,16,8,1703,1426,35,0,9,21,7.752,15.552,12.016,7.8,0.95,7.25,better,63,662,8,1426,0,19,15.592,154,better
food,food_010.jpg,0,13,17,574,506,1,0,592,629,6,0,0,1,6.355,9.341,9.341,2.986,1.22,2.8,better,17,432,0,628,0,1,9.389,92,better
food,food_011.jpg,1,43,61,991,986,43,51,2177,1478,59,0,40,7,10.773,20.685,16.735,9.912,0.93,9.34,better,59,868,53,1476,0,7,20.643,187,better
food,food_012.jpg,1,44,56,880,937,28,16,2084,1530,29,0,11,22,9.224,22.716,14.762,13.493,1.4,12.89,better,56,818,16,1529,0,22,22.683,118,better
food,food_013.jpg,1,34,47,933,976,30,31,1882,1720,32,0,47,60,7.765,14.997,12.358,7.232,0.79,6.4,better,47,801,31,1720,0,57,15.096,304,better
food,food_014.jpg,1,43,45,916,812,16,24,1535,1441,18,0,79,82,10.588,18.8,14.604,8.213,2.94,9.73,better,45,749,24,1441,0,82,18.838,101,better
food,food_015.jpg,0,32,34,415,388,3,9,1106,483,11,0,44,304,11.119,14.644,14.644,3.525,1.46,3.57,better,34,349,9,483,0,304,14.675,57,better
food,food_016.jpg,0,73,71,1355,1106,29,54,1038,1004,50,0,0,0,10.605,15.576,15.576,4.972,0.73,1.87,better,71,1016,54,1004,0,0,15.604,98,better
food,food_017.jpg,0,38,38,676,701,9,9,989,909,9,0,6,3,10.368,12.724,12.724,2.355,3.79,4.91,better,38,614,9,909,0,3,12.758,104,better
food,food_018.jpg,0,15,27,141,214,2,0,138,154,1,0,73,351,6.138,8.284,8.284,2.146,0.71,3.91,equal,26,182,0,154,0,351,8.286,31,equal
food,food_019.jpg,0,34,42,602,625,14,12,1308,1094,10,0,22,95,10.225,12.773,12.773,2.548,1.38,3.74,better,42,539,12,1092,0,94,12.784,118,better
food,food_020.jpg,0,36,48,1018,952,32,56,1394,1439,28,0,0,0,8.362,12.159,12.159,3.797,1.25,2.21,better,48,834,56,1439,0,0,12.176,185,better
food,food_021.jpg,1,39,57,449,474,9,19,2064,1465,52,0,5,56,9.359,22.305,14.536,12.946,0.77,11.52,better,56,414,19,1465,0,52,22.323,144,better
food,food_022.jpg,1,39,47,673,440,18,28,1650,1629,28,0,5,2,5.465,9.864,8.717,4.399,1.09,3.26,better,46,387,28,1626,0,2,9.875,91,better
food,food_023.jpg,0,51,54,1147,1077,26,20,833,815,21,0,4,7,10.36,13.825,13.825,3.465,1.71,3.32,better,53,959,20,815,0,6,13.899,113,better
food,food_024.jpg,0,55,67,796,635,2,12,586,721,116,0,6,70,9.659,15.825,15.825,6.165,1.7,4.32,better,64,574,12,720,0,69,15.834,169,better
food,food_025.jpg,0,28,26,557,598,12,13,1219,1207,11,0,0,4,8.247,11.147,11.147,2.9,1.02,2.79,better,25,511,13,1207,0,4,11.169,123,better
food,food_026.jpg,1,34,28,508,386,10,13,2645,1708,18,0,0,30,12.244,23.437,15.113,11.193,0.35,12.12,better,28,386,13,1708,0,30,23.437,4,better
food,food_027.jpg,1,53,57,772,976,37,67,2346,1950,64,0,3,16,9.327,21.769,17.234,12.443,0.92,11.81,better,57,866,67,1949,0,14,21.744,182,better
food,food_028.jpg,0,35,37,652,452,1,2,698,716,13,0,27,69,9.798,12.572,12.572,2.774,2.49,2.95,better,37,415,2,716,0,71,12.592,67,better
food,food_029.jpg,0,28,37,600,818,10,21,731,834,38,0,1,5,7.325,10.686,10.686,3.362,1.05,1.9,better,36,656,21,830,0,4,10.714,230,better
food,food_030.jpg,0,32,36,823,835,1,15,452,718,42,0,0,19,6.545,11.67,11.67,5.125,-0.39,2.54,better,35,759,15,718,0,19,11.7,133,better
food,food_031.jpg,1,58,80,1315,1431,42,81,1668,1551,42,0,23,42,8.623,16.428,14.754,7.805,0.43,4.13,better,79,1244,82,1550,0,43,16.458,275,better
food,food_032.jpg,1,41,69,820,857,41,26,2079,1262,34,0,19,2,11.448,26.035,14.725,14.587,2.1,16.1,better,68,811,26,1261,0,2,26.032,75,better
food,food_033.jpg,1,32,52,679,808,48,81,2253,1992,7,0,17,33,11.457,21.943,15.082,10.485,0.85,9.91,better,51,723,81,1989,0,21,21.922,155,better
food,food_034.jpg,0,51,63,858,805,8,30,968,990,42,0,3,9,8.206,13.087,13.087,4.881,1.92,1.87,better,63,687,30,989,0,9,13.113,221,better
food,food_035.jpg,1,33,68,980,1183,25,49,1505,1521,56,0,25,90,8.028,17.343,15.616,9.315,0.17,2.48,better,67,1024,49,1521,0,89,17.326,354,better
food,food_036.jpg,1,36,50,374,537,18,5,2428,2071,30,0,57,136,6.665,14.986,9.984,8.321,1.66,10.52,better,50,446,5,2070,0,131,14.992,136,better
food,food_037.jpg,1,43,36,963,765,12,22,1008,1032,28,0,0,2,11.704,16.394,15.076,4.69,4.48,5.46,better,34,685,22,1032,0,3,16.408,89,better
food,food_038.jpg,0,45,47,1042,886,10,8,1048,984,19,0,17,42,8.594,11.982,11.982,3.388,-0.09,2.66,better,47,792,8,984,0,44,11.991,101,better
food,food_039.jpg,0,51,61,928,792,1,5,242,260,38,0,1,3,8.27,12.833,12.833,4.563,0.58,4.52,better,58,744,5,260,0,3,12.894,101,better
food,food_040.jpg,1,32,25,454,277,13,11,2715,2281,22,0,10,353,7.246,17.088,14.648,9.842,3.16,8.14,better,25,275,11,2281,0,353,17.096,16,better
food,food_041.jpg,0,10,8,738,500,34,86,1508,2043,25,0,0,0,4.084,9.594,9.594,5.51,-0.13,-1.07,better,8,471,86,2043,0,0,9.688,175,better
food,food_043.jpg,1,38,65,639,670,10,16,1564,1425,44,0,9,69,7.127,15.176,11.18,8.049,1.02,8.95,better,63,572,16,1420,0,68,15.092,167,better
food,food_044.jpg,0,39,38,767,666,2,16,394,547,48,0,1,15,6.135,10.537,10.537,4.403,0.62,2.21,better,39,556,16,547,0,16,10.638,233,better
food,food_045.jpg,1,28,46,704,695,14,23,1761,1699,28,0,10,124,7.409,13.263,11.89,5.854,-0.3,4.29,better,44,657,23,1699,0,116,13.267,151,better
food,food_046.jpg,0,18,24,1262,1271,0,0,257,284,30,0,0,1,6.989,12.359,12.359,5.37,2.29,4.79,better,24,1043,0,284,0,2,12.343,223,better
food,food_047.jpg,0,38,39,695,507,3,0,407,407,43,0,3,9,6.571,10.804,10.804,4.233,0.05,3.24,better,39,452,0,407,0,12,10.847,129,better
food,food_048.jpg,0,29,31,919,422,10,19,1000,1297,100,0,2,4,5.392,12.82,12.82,7.428,0.7,-1.49,better,31,352,19,1297,0,1,12.845,272,better
food,food_049.jpg,0,33,39,827,727,5,1,869,620,10,0,464,198,12.283,18.766,18.766,6.483,-0.64,2.78,better,39,661,1,620,0,202,18.789,81,better
food,food_050.jpg,1,43,56,724,703,7,17,1672,1401,135,0,63,20,10.216,19.969,16.12,9.752,1.11,9.29,better,55,626,17,1401,0,22,20.002,141,better
random,rand_001.jpg,1,19,27,112,138,2,1,540,1172,16,0,0,84,12.938,28.579,24.067,15.642,1.57,7.01,better,24,114,1,1172,0,81,28.584,47,better
random,rand_002.jpg,1,34,62,743,1204,35,37,1445,1064,42,0,1,57,8.499,19.909,15.652,11.409,0.14,9.7,better,61,1088,37,1064,0,55,19.93,244,better
random,rand_003.jpg,1,14,28,182,377,35,27,1403,926,4,0,0,134,10.429,28.9,23.449,18.471,2.71,13.8,equal,27,332,27,923,0,132,28.86,83,equal
random,rand_004.jpg,1,25,34,203,243,2,0,1507,1411,1,0,8,154,7.516,12.647,10.507,5.13,0.19,6.48,equal,33,222,0,1410,0,154,12.636,27,equal
random,rand_005.jpg,1,22,34,629,823,26,48,2282,2072,13,0,5,341,7.882,17.333,12.855,9.451,0.25,10.74,better,34,740,48,2068,0,339,17.297,176,better
random,rand_006.jpg,0,39,45,679,645,14,14,1030,977,16,0,19,38,10.525,13.979,13.979,3.454,1.94,2.77,better,45,580,14,977,0,37,13.989,84,better
